COMMUNE_NOM,COLL_INSEE,ENFANT_SEXE,ENFANT_PRENOM,NOMBRE_OCCURRENCES,ANNEE
Paris,75056,F,Léopoldine,9,2019
Paris,75056,M,Yusuf,6,2018
Paris,75056,M,Roméo,32,2013
Paris,75056,M,Benjamin,58,2016
Paris,75056,M,Jonathan,8,2021
Paris,75056,M,Aristide,10,2012
Paris,75056,M,Édouard,8,2019
Paris,75056,M,Mohamed,213,2019
Paris,75056,M,Siméon,10,2013
Paris,75056,M,Benoît,6,2016
Paris,75056,M,Milhan,8,2021
Paris,75056,F,Assya,6,2012
Paris,75056,M,Emil,8,2019
Paris,75056,M,Isaac,174,2019
Paris,75056,F,Solveig,9,2013
Paris,75056,F,Bérénice,36,2016
Paris,75056,F,Céline,7,2021
Paris,75056,F,Billie,9,2012
Paris,75056,M,Hassan,8,2019
Paris,75056,F,Léa,132,2019
Paris,75056,F,Syrine,19,2013
Paris,75056,F,Bertille,5,2016
Paris,75056,F,Tamara,7,2021
Paris,75056,M,Bryan,9,2012
Paris,75056,M,Mady,8,2019
Paris,75056,F,Jade,125,2019
Paris,75056,F,Tali,11,2013
Paris,75056,F,Cassandre,19,2016
Paris,75056,M,Florent,7,2021
Paris,75056,M,Cheick-Oumar,6,2012
Paris,75056,F,Nour,74,2019
Paris,75056,F,Tasnime,9,2013
Paris,75056,F,Castille,22,2016
Paris,75056,M,Paulin,7,2021
Paris,75056,F,Cléa,6,2012
Paris,75056,M,Jean,65,2019
Paris,75056,F,Tesnim,6,2013
Paris,75056,F,Catherine,5,2016
Paris,75056,M,Youcef,7,2021
Paris,75056,M,Edgar,41,2012
Paris,75056,M,Youssef,55,2019
Paris,75056,F,Violette,42,2013
Paris,75056,F,Charlotte,144,2016
Paris,75056,F,Aleyna,6,2021
Paris,75056,M,Eliot,22,2012
Paris,75056,F,Noémie,45,2019
Paris,75056,M,Wissem,7,2013
Paris,75056,F,Chayma,7,2016
Paris,75056,F,Isée,6,2021
Paris,75056,M,Elone,5,2012
Paris,75056,M,Elio,40,2019
Paris,75056,M,Yossef,6,2013
Paris,75056,F,Ciara,6,2016
Paris,75056,F,Kadidia,6,2021
Paris,75056,M,Émile,13,2012
Paris,75056,F,Lola,39,2019
Paris,75056,F,Youna,5,2013
Paris,75056,F,Cindy,10,2016
Paris,75056,F,Laure,6,2021
Paris,75056,M,Ephraïm,7,2012
Paris,75056,M,Kaïs,37,2019
Paris,75056,M,Younès,7,2013
Paris,75056,M,Clarence,5,2016
Paris,75056,F,Maïna,6,2021
Paris,75056,F,Eunice,5,2012
Paris,75056,F,Ines,33,2019
Paris,75056,M,Youssouf,14,2013
Paris,75056,F,Clothilde,6,2016
Paris,75056,F,Safiatou,6,2021
Paris,75056,F,Eya,10,2012
Paris,75056,M,Aksel,30,2019
Paris,75056,F,Ysée,13,2013
Paris,75056,M,Clovis,8,2016
Paris,75056,F,Zeinab,6,2021
Paris,75056,M,Florent,8,2012
Paris,75056,F,Ysée,29,2019
Paris,75056,F,Zélie,24,2013
Paris,75056,F,Colette,20,2016
Paris,75056,M,Malone,6,2021
Paris,75056,M,Gaël,15,2012
Paris,75056,M,Luca,28,2019
Paris,75056,F,Aïssata,10,2014
Paris,75056,F,Coline,15,2016
Paris,75056,M,Oren,6,2021
Paris,75056,M,Gaston,15,2012
Paris,75056,M,Marcus,24,2019
Paris,75056,M,Alain,5,2014
Paris,75056,F,Coumba,10,2016
Paris,75056,F,Elyne,5,2021
Paris,75056,M,Hedi,6,2012
Paris,75056,F,Ilyana,24,2019
Paris,75056,F,Alicia,49,2014
Paris,75056,M,Cyril,7,2016
Paris,75056,F,Jemima,5,2021
Paris,75056,M,Ilian,20,2012
Paris,75056,F,Louison,23,2019
Paris,75056,F,Aliya,23,2014
Paris,75056,M,Emilio,7,2016
Paris,75056,F,Leïna,5,2021
Paris,75056,F,Janna,11,2012
Paris,75056,F,Jasmine,21,2019
Paris,75056,F,Amel,10,2014
Paris,75056,F,Eve,6,2016
Paris,75056,F,Marilou,5,2021
Paris,75056,F,Jinane,5,2012
Paris,75056,F,Céline,20,2019
Paris,75056,F,Amira,19,2014
Paris,75056,F,Gisèle,8,2016
Paris,75056,F,Salima,5,2021
Paris,75056,F,Léana,13,2012
Paris,75056,F,Maïmouna,19,2019
Paris,75056,M,Auguste,51,2014
Paris,75056,M,Hippolyte,21,2016
Paris,75056,M,Manil,5,2021
Paris,75056,F,Lilwenn,5,2012
Paris,75056,F,Maïa,18,2019
Paris,75056,M,Augustin,126,2014
Paris,75056,M,Jessim,6,2016
Paris,75056,M,Muhammed,5,2021
Paris,75056,F,Louna,20,2012
Paris,75056,F,Cassandre,17,2019
Paris,75056,M,Bakary,8,2014
Paris,75056,M,Joan,8,2016
Paris,75056,M,Thierno,5,2021
Paris,75056,F,Mahault,9,2012
Paris,75056,M,Mathys,16,2019
Paris,75056,F,Bouchra,7,2014
Paris,75056,M,John,5,2016
Paris,75056,F,Maïssane,5,2012
Paris,75056,F,Anaëlle,15,2019
Paris,75056,F,Chahinez,6,2014
Paris,75056,M,Jude,10,2016
Paris,75056,M,Manil,5,2012
Paris,75056,F,Leyna,15,2019
Paris,75056,F,Charlotte,125,2014
Paris,75056,M,Leopold,5,2016
Paris,75056,M,Adama,13,2012
Paris,75056,F,Mara,5,2012
Paris,75056,F,Émilie,13,2019
Paris,75056,M,Chris,10,2014
Paris,75056,F,Lilas,6,2016
Paris,75056,F,Adama,5,2012
Paris,75056,F,Marilou,8,2012
Paris,75056,M,André,12,2019
Paris,75056,M,Ely,5,2014
Paris,75056,F,Lilly,5,2016
Paris,75056,M,Adame,6,2012
Paris,75056,F,Mellina,10,2012
Paris,75056,F,Coline,12,2019
Paris,75056,F,Ema,10,2014
Paris,75056,F,Line,10,2016
Paris,75056,M,Ali,47,2012
Paris,75056,F,Mila,82,2012
Paris,75056,F,Safa,12,2019
Paris,75056,F,Emmie,5,2014
Paris,75056,F,Lison,32,2016
Paris,75056,F,Alima,6,2012
Paris,75056,M,Milan,32,2012
Paris,75056,M,Aly,11,2019
Paris,75056,F,Enora,12,2014
Paris,75056,F,Marie,61,2016
Paris,75056,M,Amaël,5,2012
Paris,75056,M,Milo,28,2012
Paris,75056,M,Isaiah,10,2019
Paris,75056,M,Fallou,5,2014
Paris,75056,F,Mayar,12,2016
Paris,75056,F,Anaïs,100,2012
Paris,75056,M,Nathaniel,9,2012
Paris,75056,M,Jack,10,2019
Paris,75056,M,Félix,61,2014
Paris,75056,F,Melina,9,2016
Paris,75056,F,Anastasia,13,2012
Paris,75056,M,Noham,40,2012
Paris,75056,F,Isis,10,2019
Paris,75056,M,Gianni,8,2014
Paris,75056,M,Nael,35,2016
Paris,75056,F,Angela,8,2012
Paris,75056,M,Nour,9,2012
Paris,75056,F,Naëlle,10,2019
Paris,75056,F,Gloria,14,2014
Paris,75056,M,Nathan,116,2016
Paris,75056,M,Anis,24,2012
Paris,75056,F,Oliwia,5,2012
Paris,75056,F,Tara,10,2019
Paris,75056,F,Goundo,5,2014
Paris,75056,M,Néo,5,2016
Paris,75056,M,Artus,5,2012
Paris,75056,M,Oumar,14,2012
Paris,75056,M,Armel,9,2019
Paris,75056,M,Jad,15,2014
Paris,75056,M,Nicolas,42,2016
Paris,75056,F,Assetou,7,2012
Paris,75056,F,Philomène,10,2012
Paris,75056,M,Jassem,5,2014
Paris,75056,M,Oliver,11,2016
Paris,75056,M,Aubin,7,2012
Paris,75056,F,Ramata,6,2012
Paris,75056,M,Jayden,14,2014
Paris,75056,F,Olympe,35,2016
Paris,75056,F,Baya,5,2012
Paris,75056,M,Roméo,29,2012
Paris,75056,M,Johan,15,2014
Paris,75056,M,Omar,27,2016
Paris,75056,M,Bilel,18,2012
Paris,75056,F,Sacha,11,2012
Paris,75056,M,Joshua,46,2014
Paris,75056,M,Oscar,127,2016
Paris,75056,F,Bintou,15,2012
Paris,75056,M,Steven,6,2012
Paris,75056,M,Kays,6,2014
Paris,75056,F,Priscille,6,2016
Paris,75056,M,Camil,5,2012
Paris,75056,F,Suzanne,56,2012
Paris,75056,F,Kimia,5,2014
Paris,75056,F,Razane,8,2016
Paris,75056,F,Caroline,13,2012
Paris,75056,M,Térence,5,2012
Paris,75056,F,Lilia,30,2014
Paris,75056,M,Rémi,12,2016
Paris,75056,F,Célestine,10,2012
Paris,75056,M,Théodore,45,2012
Paris,75056,F,Lilou,14,2014
Paris,75056,M,Roméo,27,2016
Paris,75056,M,Cheikh,6,2012
Paris,75056,M,Tristan,51,2012
Paris,75056,F,Liora,9,2014
Paris,75056,M,Ruben,36,2016
Paris,75056,F,Chloé,269,2012
Paris,75056,M,Ulysse,56,2012
Paris,75056,M,Loan,6,2014
Paris,75056,F,Safa,8,2016
Paris,75056,M,Danny,7,2012
Paris,75056,M,Wesley,5,2012
Paris,75056,F,Lola,62,2014
Paris,75056,M,Silas,6,2016
Paris,75056,F,Delphine,7,2012
Paris,75056,F,Zayneb,6,2012
Paris,75056,F,Louane,10,2014
Paris,75056,F,Sixtine,28,2016
Paris,75056,M,Dimitri,9,2012
Paris,75056,F,Abigaël,6,2013
Paris,75056,M,Maël,67,2014
Paris,75056,F,Sophia,48,2016
Paris,75056,F,Elina,6,2012
Paris,75056,M,Achille,42,2013
Paris,75056,F,Maëlle,31,2014
Paris,75056,M,Stefan,5,2016
Paris,75056,M,Eloan,7,2012
Paris,75056,F,Adélaïde,11,2013
Paris,75056,M,Mahdi,9,2014
Paris,75056,F,Syrine,9,2016
Paris,75056,F,Elyssa,5,2012
Paris,75056,M,Adem,29,2013
Paris,75056,M,Mahé,16,2014
Paris,75056,M,Timothy,8,2016
Paris,75056,M,Emile,39,2012
Paris,75056,M,Alban,28,2013
Paris,75056,F,Mariam,46,2014
Paris,75056,M,Tom,53,2016
Paris,75056,F,Emmy,27,2012
Paris,75056,F,Alexia,16,2013
Paris,75056,F,Mariama,20,2014
Paris,75056,M,Vincent,20,2016
Paris,75056,M,Fabio,6,2012
Paris,75056,M,Ali,37,2013
Paris,75056,F,Marine,7,2014
Paris,75056,F,Zoé,120,2016
Paris,75056,M,Fady,5,2012
Paris,75056,M,Andy,15,2013
Paris,75056,M,Mateo,10,2014
Paris,75056,M,Aboubacar,19,2017
Paris,75056,F,Fanta,20,2012
Paris,75056,M,Anton,26,2013
Paris,75056,M,Mathéo,31,2014
Paris,75056,M,Abraham,7,2017
Paris,75056,F,Fiona,9,2012
Paris,75056,F,Arwen,5,2013
Paris,75056,M,Matteo,21,2014
Paris,75056,M,Ahmad,6,2017
Paris,75056,F,Frida,5,2012
Paris,75056,F,Athéna,10,2013
Paris,75056,F,Mayline,6,2014
Paris,75056,M,Aïdan,5,2017
Paris,75056,F,Gabriella,6,2012
Paris,75056,M,Axel,87,2013
Paris,75056,M,Melchior,7,2014
Paris,75056,M,Aimé,7,2017
Paris,75056,F,Giulia,34,2012
Paris,75056,F,Béryl,6,2013
Paris,75056,F,Mya,25,2014
Paris,75056,M,Alban,20,2017
Paris,75056,M,Haroune,5,2012
Paris,75056,F,Beya,5,2013
Paris,75056,F,Naila,5,2014
Paris,75056,F,Alessia,9,2017
Paris,75056,M,Hayden,7,2012
Paris,75056,F,Charlie,75,2013
Paris,75056,F,Naïla,18,2014
Paris,75056,F,Aliya,18,2017
Paris,75056,F,Isaure,24,2012
Paris,75056,M,Colin,12,2013
Paris,75056,F,Nayla,16,2014
Paris,75056,F,Anaé,12,2017
Paris,75056,M,Joaquim,6,2012
Paris,75056,F,Dahlia,6,2013
Paris,75056,F,Nine,9,2014
Paris,75056,M,Anes,11,2017
Paris,75056,F,Léna,50,2012
Paris,75056,M,Damian,7,2013
Paris,75056,F,Olivia,98,2014
Paris,75056,M,Ange,14,2017
Paris,75056,M,Liam,99,2012
Paris,75056,M,Darius,14,2013
Paris,75056,F,Oumou,13,2014
Paris,75056,M,Antonio,8,2017
Paris,75056,F,Liyah,5,2012
Paris,75056,F,Deborah,5,2013
Paris,75056,F,Paloma,28,2014
Paris,75056,M,Armel,7,2017
Paris,75056,F,Liza,6,2012
Paris,75056,M,Élias,6,2013
Paris,75056,M,Ron,5,2014
Paris,75056,M,Assil,5,2017
Paris,75056,M,Lorenzo,34,2012
Paris,75056,F,Elina,10,2013
Paris,75056,F,Solène,19,2014
Paris,75056,F,Audrey,7,2017
Paris,75056,F,Lou,104,2012
Paris,75056,F,Élisa,13,2013
Paris,75056,F,Soumaya,14,2014
Paris,75056,M,Bryan,5,2017
Paris,75056,M,Louka,6,2012
Paris,75056,F,Ella,42,2013
Paris,75056,F,Suzie,7,2014
Paris,75056,F,Camélia,18,2017
Paris,75056,M,Loup,6,2012
Paris,75056,M,Ferdinand,16,2013
Paris,75056,M,Swan,6,2014
Paris,75056,F,Carla,14,2017
Paris,75056,F,Luce,12,2012
Paris,75056,M,Florent,5,2013
Paris,75056,F,Tara,7,2014
Paris,75056,F,Colombe,18,2017
Paris,75056,F,Lyna,25,2012
Paris,75056,F,Gaïa,10,2013
Paris,75056,F,Théodora,6,2014
Paris,75056,M,David,56,2017
Paris,75056,M,Maël,51,2012
Paris,75056,M,Hamidou,6,2013
Paris,75056,M,Youssef,48,2014
Paris,75056,M,Edouard,26,2017
Paris,75056,F,Mahaut,16,2012
Paris,75056,F,Helena,10,2013
Paris,75056,M,Zakarya,8,2014
Paris,75056,F,Elizabeth,6,2017
Paris,75056,F,Maïlys,5,2012
Paris,75056,F,Imène,8,2013
Paris,75056,M,Ziyad,8,2014
Paris,75056,M,Elliot,27,2017
Paris,75056,F,Maïna,5,2012
Paris,75056,F,Isabella,9,2013
Paris,75056,F,Zoey,5,2014
Paris,75056,F,Elya,20,2017
Paris,75056,F,Manelle,6,2012
Paris,75056,F,Janna,16,2013
Paris,75056,M,Adame,5,2015
Paris,75056,M,Enzo,70,2017
Paris,75056,F,Manon,123,2012
Paris,75056,F,Joey,5,2013
Paris,75056,M,Alassane,9,2015
Paris,75056,M,Eugène,12,2017
Paris,75056,F,Margot,78,2012
Paris,75056,F,Johana,5,2013
Paris,75056,F,Ania,8,2015
Paris,75056,F,Fanta,25,2017
Paris,75056,F,Marina,11,2012
Paris,75056,F,Joyce,12,2013
Paris,75056,M,Antoine,166,2015
Paris,75056,M,Fares,10,2017
Paris,75056,F,Marwa,12,2012
Paris,75056,F,Laetitia,8,2013
Paris,75056,M,Aydan,5,2015
Paris,75056,F,Fleur,17,2017
Paris,75056,M,Marwan,17,2012
Paris,75056,F,Léah,5,2013
Paris,75056,F,Balkis,5,2015
Paris,75056,F,Gloria,13,2017
Paris,75056,M,Michael,7,2012
Paris,75056,F,Léopoldine,11,2013
Paris,75056,M,Brayan,5,2015
Paris,75056,F,Grace,11,2017
Paris,75056,F,Milla,7,2012
Paris,75056,M,Lévi,8,2013
Paris,75056,F,Camélia,15,2015
Paris,75056,M,Ilan,16,2017
Paris,75056,M,Nadir,8,2012
Paris,75056,F,Louane,20,2013
Paris,75056,M,Camille,85,2015
Paris,75056,F,Iris,115,2017
Paris,75056,F,Nora,21,2012
Paris,75056,M,Louison,6,2013
Paris,75056,M,Carl,9,2015
Paris,75056,F,Jannah,10,2017
Paris,75056,F,Nour,40,2012
Paris,75056,F,Maelys,8,2013
Paris,75056,M,Chmouel,6,2015
Paris,75056,M,Jayson,5,2017
Paris,75056,F,Noura,6,2012
Paris,75056,M,Marcel,36,2013
Paris,75056,M,Aksel,19,2012
Paris,75056,F,Colette,19,2015
Paris,75056,M,Kalilou,5,2017
Paris,75056,M,Paul-Arthur,5,2012
Paris,75056,M,Marco,11,2013
Paris,75056,F,Albane,21,2012
Paris,75056,F,Elie,5,2015
Paris,75056,M,Kays,6,2017
Paris,75056,M,Pierre,60,2012
Paris,75056,F,Mariama,11,2013
Paris,75056,M,Alistair,6,2012
Paris,75056,F,Elissa,6,2015
Paris,75056,F,Lara,19,2017
Paris,75056,M,Sadio,5,2012
Paris,75056,M,Mathys,23,2013
Paris,75056,F,Aliya,25,2012
Paris,75056,F,Elsa,73,2015
Paris,75056,F,Lena,25,2017
Paris,75056,M,Samir,5,2012
Paris,75056,M,Mattéo,21,2013
Paris,75056,M,Amara,6,2012
Paris,75056,F,Elyssa,12,2015
Paris,75056,M,Liam,122,2017
Paris,75056,F,Shaïna,5,2012
Paris,75056,F,Mélinda,5,2013
Paris,75056,M,Ambroise,15,2012
Paris,75056,M,Etienne,16,2015
Paris,75056,F,Lily-Rose,6,2017
Paris,75056,M,Théophile,26,2012
Paris,75056,M,Mohamed-Lamine,6,2013
Paris,75056,F,Amelia,6,2012
Paris,75056,F,Fatim,6,2015
Paris,75056,F,Line,15,2017
Paris,75056,F,Tiffany,12,2012
Paris,75056,F,Nawel,9,2013
Paris,75056,M,Badis,5,2012
Paris,75056,M,Hassan,11,2015
Paris,75056,F,Manel,33,2017
Paris,75056,F,Tiguida,5,2012
Paris,75056,F,Naya,9,2013
Paris,75056,F,Bertille,12,2012
Paris,75056,M,Hedi,7,2015
Paris,75056,M,Mani,6,2017
Paris,75056,F,Tina,5,2012
Paris,75056,F,Nelly,6,2013
Paris,75056,M,Bilal,15,2012
Paris,75056,M,Hippolyte,25,2015
Paris,75056,M,Marius,78,2017
Paris,75056,M,Tybalt,7,2012
Paris,75056,M,Nino,30,2013
Paris,75056,M,Blaise,6,2012
Paris,75056,M,Ibrahima,22,2015
Paris,75056,M,Matei,5,2017
Paris,75056,M,Virgile,15,2012
Paris,75056,F,Norhane,5,2013
Paris,75056,F,Camélia,14,2012
Paris,75056,F,Lina,141,2015
Paris,75056,F,Mathilda,7,2017
Paris,75056,F,Ysée,6,2012
Paris,75056,M,Oliver,5,2013
Paris,75056,M,Clément,113,2012
Paris,75056,F,Maëlle,24,2015
Paris,75056,M,Mathis,87,2017
Paris,75056,M,Abdramane,5,2013
Paris,75056,M,Pierre,85,2013
Paris,75056,F,Cléo,20,2012
Paris,75056,M,Martin,122,2015
Paris,75056,F,Matilda,8,2017
Paris,75056,M,Aksel,14,2013
Paris,75056,M,Roman,30,2013
Paris,75056,F,Cloé,6,2012
Paris,75056,F,Maxine,6,2015
Paris,75056,M,Maxime,109,2017
Paris,75056,F,Alba,7,2013
Paris,75056,M,Samba,8,2013
Paris,75056,F,Daria,5,2012
Paris,75056,F,Maylis,11,2015
Paris,75056,M,Mehdi,23,2017
Paris,75056,F,Albane,33,2013
Paris,75056,F,Suzie,5,2013
Paris,75056,F,Deborah,5,2012
Paris,75056,F,Melina,8,2015
Paris,75056,F,Melody,10,2017
Paris,75056,F,Alix,72,2013
Paris,75056,M,Timéo,24,2013
Paris,75056,M,Demba,6,2012
Paris,75056,F,Mélissa,27,2015
Paris,75056,M,Menahem,8,2017
Paris,75056,F,Amandine,20,2013
Paris,75056,M,Ulysse,57,2013
Paris,75056,M,Edouard,34,2012
Paris,75056,F,Naelle,6,2015
Paris,75056,F,Milla,6,2017
Paris,75056,M,Anatole,41,2013
Paris,75056,M,Vianney,6,2013
Paris,75056,M,Elijah,11,2012
Paris,75056,F,Naïa,5,2015
Paris,75056,M,Noam,57,2017
Paris,75056,F,Anissa,19,2013
Paris,75056,M,Wassim,29,2013
Paris,75056,F,Émilie,6,2012
Paris,75056,F,Ninon,14,2015
Paris,75056,F,Océane,24,2017
Paris,75056,M,Antoine,143,2013
Paris,75056,F,Yara,9,2013
Paris,75056,F,Fanny,12,2012
Paris,75056,F,Noélia,5,2015
Paris,75056,M,Oren,8,2017
Paris,75056,M,Archibald,11,2013
Paris,75056,M,Yasser,6,2013
Paris,75056,M,Guilhem,11,2012
Paris,75056,F,Olympe,21,2015
Paris,75056,F,Oumou,10,2017
Paris,75056,M,Augustin,126,2013
Paris,75056,M,Adama,10,2014
Paris,75056,M,Idir,5,2012
Paris,75056,M,Oumar,14,2015
Paris,75056,M,Philippe,7,2017
Paris,75056,F,Ava,64,2013
Paris,75056,F,Anastasia,16,2014
Paris,75056,M,Idrissa,5,2012
Paris,75056,F,Pia,29,2015
Paris,75056,F,Prune,12,2017
Paris,75056,M,Ayaan,5,2013
Paris,75056,M,André,11,2014
Paris,75056,M,Jawed,5,2012
Paris,75056,M,Richard,7,2015
Paris,75056,M,Ron,5,2017
Paris,75056,M,Ayoub,45,2013
Paris,75056,F,Assil,6,2014
Paris,75056,F,Jehanne,5,2012
Paris,75056,M,Ron,6,2015
Paris,75056,M,Salim,12,2017
Paris,75056,M,Azad,5,2013
Paris,75056,F,Ayana,5,2014
Paris,75056,F,Jessie,6,2012
Paris,75056,F,Rosalie,14,2015
Paris,75056,M,Samba,10,2017
Paris,75056,M,Basile,64,2013
Paris,75056,M,Baptiste,93,2014
Paris,75056,M,Joey,6,2012
Paris,75056,F,Saja,6,2015
Paris,75056,M,Saul,16,2017
Paris,75056,F,Bérénice,37,2013
Paris,75056,M,Bilal,17,2014
Paris,75056,F,Kenza,27,2012
Paris,75056,M,Sandro,12,2015
Paris,75056,F,Shira,5,2017
Paris,75056,M,Camille,71,2013
Paris,75056,M,César,26,2014
Paris,75056,M,Kevin,24,2012
Paris,75056,F,Sirine,33,2015
Paris,75056,F,Tasnime,9,2017
Paris,75056,M,Charles,78,2013
Paris,75056,F,Charlie,71,2014
Paris,75056,M,Léo-Paul,5,2012
Paris,75056,M,Swann,17,2015
Paris,75056,M,Tidjane,5,2017
Paris,75056,F,Chloé,236,2013
Paris,75056,F,Colombe,9,2014
Paris,75056,M,Léopold,34,2012
Paris,75056,F,Tal,6,2015
Paris,75056,M,Ugo,5,2017
Paris,75056,F,Constance,65,2013
Paris,75056,F,Diane,71,2014
Paris,75056,F,Lila,54,2012
Paris,75056,F,Victoria,134,2015
Paris,75056,M,Yani,6,2017
Paris,75056,M,Corentin,26,2013
Paris,75056,F,Elena,37,2014
Paris,75056,M,Lior,9,2012
Paris,75056,M,Yann,19,2015
Paris,75056,F,Yousra,7,2017
Paris,75056,F,Diane,72,2013
Paris,75056,M,Eli,9,2014
Paris,75056,F,Lorraine,6,2012
Paris,75056,F,Zoe,6,2015
Paris,75056,F,Zeynab,6,2017
Paris,75056,F,Ellie,10,2013
Paris,75056,F,Eliza,11,2014
Paris,75056,M,Mahdi,5,2012
Paris,75056,M,Adel,15,2016
Paris,75056,M,Achille,51,2018
Paris,75056,M,Elliot,27,2013
Paris,75056,M,Emilien,7,2014
Paris,75056,F,Maïssa,24,2012
Paris,75056,F,Adélaïde,17,2016
Paris,75056,M,Adonis,6,2018
Paris,75056,F,Elya,15,2013
Paris,75056,M,Emir,5,2014
Paris,75056,F,Malika,8,2012
Paris,75056,M,Ahmad,5,2016
Paris,75056,F,Adriana,5,2018
Paris,75056,F,Emilie,41,2013
Paris,75056,F,Eva,145,2014
Paris,75056,F,Martha,5,2012
Paris,75056,M,Aïssa,6,2016
Paris,75056,M,Alexander,15,2018
Paris,75056,F,Emmanuelle,12,2013
Paris,75056,M,Eytan,5,2014
Paris,75056,M,Mathéo,37,2012
Paris,75056,F,Aleksandra,5,2016
Paris,75056,F,Alexia,11,2018
Paris,75056,F,Eva,94,2013
Paris,75056,F,Fanny,12,2014
Paris,75056,F,Mayssa,14,2012
Paris,75056,M,Alexander,7,2016
Paris,75056,M,Andrea,50,2018
Paris,75056,F,Éva,9,2013
Paris,75056,F,Fatma,8,2014
Paris,75056,M,Melchior,6,2012
Paris,75056,M,Amaury,27,2016
Paris,75056,F,Ania,15,2018
Paris,75056,F,Héléna,8,2013
Paris,75056,M,Francesco,5,2014
Paris,75056,M,Nassim,21,2012
Paris,75056,F,Amélie,15,2016
Paris,75056,F,Anissa,10,2018
Paris,75056,F,Hélèna,5,2013
Paris,75056,M,Gabin,51,2014
Paris,75056,F,Nell,12,2012
Paris,75056,M,Anass,5,2016
Paris,75056,M,Arslan,6,2018
Paris,75056,F,Ines,52,2013
Paris,75056,M,Gabriel,369,2014
Paris,75056,F,Nélya,5,2012
Paris,75056,F,Angèle,14,2016
Paris,75056,M,Arthus,17,2018
Paris,75056,F,Isis,7,2013
Paris,75056,M,George,8,2014
Paris,75056,F,Ninon,19,2012
Paris,75056,M,Artus,6,2016
Paris,75056,F,Assia,49,2018
Paris,75056,M,Jaden,15,2013
Paris,75056,M,Haron,5,2014
Paris,75056,M,Nizar,5,2012
Paris,75056,F,Audrey,5,2016
Paris,75056,M,Aurèle,29,2018
Paris,75056,M,Lilian,6,2013
Paris,75056,F,Iliana,12,2014
Paris,75056,M,Pablo,23,2012
Paris,75056,F,Bianca,21,2016
Paris,75056,F,Axelle,20,2018
Paris,75056,F,Lilwenn,5,2013
Paris,75056,M,Ilies,6,2014
Paris,75056,M,Patrick,6,2012
Paris,75056,F,Binta,7,2016
Paris,75056,F,Béatrice,6,2018
Paris,75056,M,Lisandro,9,2013
Paris,75056,M,Ilyes,48,2014
Paris,75056,F,Pia,23,2012
Paris,75056,F,Camilia,5,2016
Paris,75056,M,Bilel,8,2018
Paris,75056,F,Lison,22,2013
Paris,75056,F,Isra,9,2014
Paris,75056,M,Rayane,22,2012
Paris,75056,F,Claire,21,2016
Paris,75056,F,Candice,13,2018
Paris,75056,F,Lou-Ann,9,2013
Paris,75056,M,Jacques,17,2014
Paris,75056,M,Silas,6,2012
Paris,75056,F,Clotilde,15,2016
Paris,75056,M,Charlie,20,2018
Paris,75056,F,Louison,17,2013
Paris,75056,M,James,28,2014
Paris,75056,F,Sophia,44,2012
Paris,75056,F,Daphné,38,2016
Paris,75056,M,Clément,80,2018
Paris,75056,M,Louka,11,2013
Paris,75056,F,Lili,7,2014
Paris,75056,M,Théotime,8,2012
Paris,75056,M,Djibril,25,2016
Paris,75056,F,Colette,27,2018
Paris,75056,F,Lucia,7,2013
Paris,75056,M,Louka,8,2014
Paris,75056,M,Timéo,27,2012
Paris,75056,F,Élina,8,2016
Paris,75056,M,Constantin,18,2018
Paris,75056,F,Lucie,91,2013
Paris,75056,M,Luca,31,2014
Paris,75056,M,Yasser,7,2012
Paris,75056,F,Eline,13,2016
Paris,75056,F,Daria,6,2018
Paris,75056,F,Lucille,7,2013
Paris,75056,F,Madeleine,42,2014
Paris,75056,M,Yoann,7,2012
Paris,75056,F,Émilie,24,2016
Paris,75056,M,Edmond,6,2018
Paris,75056,M,Lukas,7,2013
Paris,75056,F,Mariame,12,2014
Paris,75056,F,Zélie,32,2012
Paris,75056,M,Ephraïm,5,2016
Paris,75056,F,Éline,6,2018
Paris,75056,M,Lyes,5,2013
Paris,75056,M,Matthias,10,2014
Paris,75056,M,Abel,57,2013
Paris,75056,F,Estelle,20,2016
Paris,75056,M,Élio,6,2018
Paris,75056,F,Marie,75,2013
Paris,75056,M,Mehdi,49,2014
Paris,75056,M,Abraham,5,2013
Paris,75056,F,Fatima,46,2016
Paris,75056,M,Elliott,13,2018
Paris,75056,F,Marilou,9,2013
Paris,75056,F,Meryem,10,2014
Paris,75056,F,Aïssatou,11,2013
Paris,75056,F,Fatoumata,61,2016
Paris,75056,F,Erin,5,2018
Paris,75056,F,Marine,9,2013
Paris,75056,F,Myla,5,2014
Paris,75056,M,Albert,17,2013
Paris,75056,M,Giacomo,8,2016
Paris,75056,F,Evy,16,2018
Paris,75056,M,Matthias,21,2013
Paris,75056,M,Nabil,5,2014
Paris,75056,F,Aminata,38,2013
Paris,75056,F,Haby,6,2016
Paris,75056,M,Florent,5,2018
Paris,75056,M,Max,29,2013
Paris,75056,F,Naïa,5,2014
Paris,75056,F,Anita,5,2013
Paris,75056,F,Halima,13,2016
Paris,75056,M,François,14,2018
Paris,75056,F,Mayane,5,2013
Paris,75056,M,Naïm,37,2014
Paris,75056,F,Audrey,16,2013
Paris,75056,M,Hamidou,8,2016
Paris,75056,M,Gaston,9,2018
Paris,75056,M,Moussa,42,2013
Paris,75056,F,Nell,12,2014
Paris,75056,F,Balkis,5,2013
